141,695
140,696
137,696
136,697
131,697
130,698
127,698
126,699
122,699
121,700
119,700
118,701
116,701
115,702
114,702
113,703
112,703
111,704
110,704
109,705
107,705
106,706
105,706
104,707
103,707
102,708
101,708
95,714
94,714
92,716
91,716
89,718
88,718
74,732
74,733
70,737
70,738
68,740
68,741
66,743
66,744
64,746
64,747
62,749
62,751
60,753
60,754
59,755
59,756
58,757
58,758
57,759
57,760
56,761
56,763
55,764
55,765
54,766
54,769
52,771
52,773
51,774
51,776
50,777
50,782
49,783
49,786
48,787
48,797
47,798
47,817
48,818
48,826
49,827
49,831
50,832
50,834
51,835
51,837
52,838
52,841
53,842
53,843
54,844
54,846
55,847
55,849
56,850
56,851
57,852
57,853
58,854
58,855
60,857
60,858
61,859
61,860
62,861
62,862
63,863
63,864
66,867
66,868
83,885
84,885
85,886
86,886
89,889
91,889
95,893
95,894
96,895
96,896
97,897
99,897
100,898
102,898
103,899
104,899
105,900
106,900
107,901
108,901
110,903
112,903
113,904
114,904
115,905
117,905
118,906
120,906
121,907
124,907
125,908
132,908
133,909
134,909
135,910
140,910
141,911
152,911
153,912
155,912
156,911
161,911
162,910
173,910
174,909
177,909
178,908
180,908
181,907
184,907
186,905
189,905
190,904
192,904
193,903
195,903
196,902
197,902
198,901
199,901
201,899
202,899
204,897
205,897
206,896
207,896
211,892
212,892
215,889
216,889
217,888
217,887
224,880
224,879
230,873
231,873
235,869
235,868
238,865
238,864
239,863
239,862
240,861
240,860
241,859
241,858
244,855
244,854
245,853
245,852
246,851
246,850
247,849
247,848
248,847
248,846
249,845
249,843
250,842
250,840
251,839
251,838
252,837
252,836
253,835
253,832
254,831
254,828
255,827
255,824
256,823
256,819
257,818
257,808
258,807
258,794
257,793
257,785
256,784
256,781
255,780
255,777
254,776
254,772
253,771
253,768
252,767
252,765
251,764
251,763
250,762
250,761
249,760
249,759
248,758
248,757
247,756
247,754
246,753
246,752
244,750
244,749
243,748
243,747
241,745
241,744
239,742
239,741
237,739
237,738
236,737
236,736
231,731
230,731
227,728
227,727
226,726
225,726
221,722
221,721
220,721
215,716
214,716
213,715
212,715
211,714
210,714
208,712
207,712
206,711
205,711
204,710
203,710
202,709
201,709
200,708
199,708
198,707
197,707
196,706
194,706
193,705
191,705
190,704
189,704
188,703
187,703
186,702
185,702
184,701
183,701
182,700
179,700
178,699
175,699
174,698
171,698
170,697
163,697
162,696
145,696
144,695
