592,19
590,21
589,21
585,25
584,25
581,28
580,28
577,31
576,31
573,34
572,34
569,37
568,37
565,40
564,40
560,44
559,44
556,47
555,47
552,50
551,50
548,53
547,53
544,56
543,56
539,60
538,60
535,63
534,63
531,66
530,66
527,69
526,69
523,72
522,72
519,75
518,75
514,79
513,79
510,82
509,82
506,85
505,85
502,88
501,88
498,91
497,91
494,94
493,94
489,98
488,98
485,101
484,101
481,104
480,104
477,107
476,107
473,110
472,110
468,114
467,114
464,117
463,117
460,120
459,120
456,123
455,123
452,126
451,126
448,129
447,129
443,133
442,133
439,136
438,136
435,139
434,139
431,142
430,142
428,144
428,146
429,147
429,150
430,151
430,153
431,154
431,156
432,157
432,159
433,160
433,163
434,164
434,166
435,167
435,169
436,170
436,172
437,173
437,176
438,177
438,179
439,180
439,182
440,183
440,185
441,186
441,189
442,190
442,192
443,193
443,195
444,196
444,198
445,199
445,202
446,203
446,205
447,206
447,208
448,209
448,211
449,212
449,215
450,216
450,218
451,219
451,221
452,222
452,224
453,225
453,228
454,229
454,231
455,232
455,234
456,235
456,237
457,238
457,240
458,241
458,244
459,245
459,247
460,248
460,250
461,251
461,253
462,254
462,257
463,258
463,260
464,261
464,263
465,264
465,266
466,267
466,270
467,271
467,273
468,274
468,276
469,277
469,279
470,280
470,283
471,284
471,286
472,287
472,289
473,290
473,292
474,293
474,296
475,297
475,299
476,300
476,302
477,303
477,305
478,306
478,309
479,310
479,312
480,313
480,315
481,316
481,318
482,319
482,322
483,323
483,325
484,326
484,328
485,329
485,331
486,332
486,334
487,335
487,338
488,339
488,341
489,342
489,344
490,345
490,347
491,348
694,348
695,347
695,345
696,344
696,342
697,341
697,339
698,338
698,336
699,335
699,332
700,331
700,329
701,328
701,326
702,325
702,323
703,322
703,319
704,318
704,316
705,315
705,313
706,312
706,310
707,309
707,307
708,306
708,303
709,302
709,300
710,299
710,297
711,296
711,294
712,293
712,290
713,289
713,287
714,286
714,284
715,283
715,281
716,280
716,277
717,276
717,274
718,273
718,271
719,270
719,268
720,267
720,264
721,263
721,261
722,260
722,258
723,257
723,255
724,254
724,251
725,250
725,248
726,247
726,245
727,244
727,242
728,241
728,238
729,237
729,235
730,234
730,232
731,231
731,229
732,228
732,225
733,224
733,222
734,221
734,219
735,218
735,216
736,215
736,213
737,212
737,209
738,208
738,206
739,205
739,203
740,202
740,200
741,199
741,196
742,195
742,193
743,192
743,190
744,189
744,187
745,186
745,183
746,182
746,180
747,179
747,177
748,176
748,174
749,173
749,170
750,169
750,167
751,166
751,164
752,163
752,161
753,160
753,157
754,156
754,154
755,153
755,151
756,150
756,148
757,147
757,144
755,142
754,142
751,139
750,139
746,135
745,135
742,132
741,132
738,129
737,129
734,126
733,126
729,122
728,122
725,119
724,119
721,116
720,116
717,113
716,113
712,109
711,109
708,106
707,106
704,103
703,103
700,100
699,100
695,96
694,96
691,93
690,93
687,90
686,90
682,86
681,86
678,83
677,83
674,80
673,80
670,77
669,77
665,73
664,73
661,70
660,70
657,67
656,67
653,64
652,64
648,60
647,60
644,57
643,57
640,54
639,54
636,51
635,51
631,47
630,47
627,44
626,44
623,41
622,41
619,38
618,38
614,34
613,34
610,31
609,31
606,28
605,28
601,24
600,24
597,21
596,21
594,19
